Transaction ID,,Transaction effective date,Transaction amount,Credit or debit indicator,Statement description,High level transaction purpose,Mid level transaction purpose,Low level transaction purpose,Transaction code,Merchant ID,Product type,Snapshot date,Payment due day,Repayment amount,Previous repayment date
873,,8/6/2021,9130.45,Debit,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,Transfer,Retail,Utilities,980,2492,Home Loan,6/17/2020,30,4160.42,10/2/2021
874,,11/4/2021,2569.52,Debit,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,Transfer,Online,Utilities,534,2986,Home Loan,10/16/2020,21,193.09,3/26/2019
875,,7/4/2020,9571.04,Debit,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,Transfer,Retail,Groceries,944,6181,Personal Loan,2/15/2020,26,643.29,2/24/2020
876,,4/15/2021,4468.4,Debit,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,Transfer,Online,Utilities,135,8726,Home Loan,7/11/2019,8,3930.3,5/12/2021
877,,4/12/2021,966.79,Debit,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,Transfer,Online,Groceries,741,1287,Personal Loan,11/12/2021,2,977.32,5/16/2020
878,,5/1/2019,2259.79,Debit,sit amet turpis elementum ligula vehicula consequat morbi a ipsum,Purchase,Online,Groceries,998,4313,Personal Loan,4/1/2020,10,2194.37,5/7/2019
879,,12/5/2021,6604.95,Debit,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,Transfer,Retail,Groceries,860,8157,Personal Loan,1/1/2021,14,1045.56,3/15/2020
880,,5/6/2021,4898.91,Debit,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,Withdrawal,ATM,Entertainment,986,7281,Personal Loan,9/9/2021,7,2706.81,8/17/2021
881,,2/16/2020,6826.61,Debit,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,Transfer,Online,Groceries,614,1840,Personal Loan,12/11/2021,29,4385.06,2/8/2021
882,,1/31/2021,9791.09,Credit,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Withdrawal,Retail,Groceries,285,5871,Home Loan,2/5/2019,5,3084.4,10/30/2021
883,,3/14/2021,6880.97,Credit,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel,Transfer,Online,Groceries,263,9521,Personal Loan,5/9/2021,13,2755.72,11/25/2020
884,,1/20/2019,2567.56,Credit,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,Transfer,Retail,Groceries,732,8137,Personal Loan,11/4/2019,5,54.34,10/26/2021
885,,10/17/2019,1325.29,Credit,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,Purchase,Retail,Utilities,541,3434,Personal Loan,6/22/2020,4,2360.52,10/4/2020
886,,8/3/2021,225,Credit,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,Withdrawal,Online,Groceries,313,9343,Personal Loan,7/21/2020,5,4856.01,11/20/2020
887,,7/1/2021,4247.87,Credit,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,Purchase,ATM,Entertainment,130,2254,Home Loan,10/22/2021,17,3851.96,2/13/2019
888,,6/25/2021,7527.6,Debit,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,Transfer,ATM,Entertainment,125,2181,Home Loan,9/5/2020,1,1205.72,7/19/2020
889,,8/5/2019,1394.46,Debit,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,Transfer,Retail,Groceries,473,6957,Home Loan,10/12/2019,11,2329.89,11/1/2021
890,,11/13/2019,7868.86,Debit,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,Purchase,Retail,Utilities,663,7638,Home Loan,5/14/2021,26,2168.05,7/5/2020
891,,5/18/2021,5158.85,Credit,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,Withdrawal,ATM,Groceries,316,8382,Personal Loan,9/19/2019,20,2940.12,12/23/2021
892,,4/13/2019,6145.66,Debit,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,Purchase,ATM,Utilities,358,8982,Home Loan,6/10/2020,11,4306.45,6/29/2020
893,,3/26/2019,8495.07,Credit,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,Transfer,Retail,Utilities,447,8960,Home Loan,11/7/2021,13,588.85,1/9/2021
894,,9/16/2021,3943.99,Credit,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Withdrawal,ATM,Utilities,578,3189,Personal Loan,11/1/2021,18,174.56,11/8/2020
895,,8/7/2021,9508.1,Debit,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,Withdrawal,ATM,Utilities,782,5944,Home Loan,1/24/2021,4,579.82,7/13/2021
896,,3/10/2021,931.65,Credit,porttitor pede justo eu massa donec dapibus duis at velit,Withdrawal,Online,Utilities,503,9595,Personal Loan,8/20/2019,27,288.32,4/6/2020
897,,1/1/2019,1894.29,Credit,lectus suspendisse potenti in eleifend quam a odio in hac habitasse,Purchase,Retail,Utilities,355,8608,Home Loan,6/6/2020,22,1101.32,11/21/2019
898,,7/15/2020,4659.92,Debit,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,Withdrawal,Retail,Groceries,732,3745,Personal Loan,6/21/2019,26,2999.16,12/29/2019
899,,1/11/2021,7446.07,Debit,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,Purchase,ATM,Entertainment,638,2336,Home Loan,9/14/2021,10,1405.4,6/22/2020
900,,9/23/2020,4068.12,Credit,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,Transfer,Retail,Groceries,808,2594,Personal Loan,10/16/2021,31,1273.08,2/16/2019
901,,9/23/2020,7243.02,Credit,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,Transfer,Retail,Entertainment,772,1057,Personal Loan,12/22/2020,13,2692.48,6/23/2019
902,,4/27/2019,5362.22,Credit,magna at nunc commodo placerat praesent blandit nam nulla integer,Withdrawal,Retail,Entertainment,847,3046,Home Loan,12/5/2021,14,1100.42,5/22/2021
903,,4/7/2019,8069.06,Debit,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,Transfer,ATM,Utilities,477,3070,Home Loan,1/20/2020,4,1246.08,8/5/2021
904,,3/9/2020,7833.63,Credit,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,Withdrawal,Retail,Utilities,550,5840,Personal Loan,1/4/2021,7,3755.67,3/22/2020
905,,7/31/2021,7654.75,Credit,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,Transfer,Online,Groceries,196,5817,Personal Loan,11/4/2021,9,2334.47,1/17/2020
906,,6/2/2019,617.58,Debit,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,Purchase,Retail,Entertainment,481,7757,Personal Loan,3/28/2019,29,2865.26,11/27/2019
907,,5/25/2019,9340.36,Debit,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,Transfer,Online,Groceries,937,7737,Personal Loan,2/26/2021,3,3393.18,7/5/2020
908,,1/9/2021,1686.27,Credit,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,Transfer,ATM,Entertainment,219,3398,Personal Loan,10/10/2019,11,3182.92,2/6/2021
909,,2/2/2021,8987.99,Debit,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,Transfer,Retail,Entertainment,429,3605,Personal Loan,3/12/2019,25,4485.52,3/10/2021
910,,8/30/2021,9179.22,Credit,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,Withdrawal,Retail,Utilities,580,3634,Personal Loan,9/6/2019,20,4201.08,8/5/2021
911,,4/29/2019,9604.65,Debit,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,Transfer,Online,Entertainment,900,2753,Personal Loan,4/24/2019,19,1447.29,10/11/2020
912,,12/15/2021,2885.41,Debit,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,Purchase,Online,Entertainment,882,5153,Home Loan,10/7/2021,28,2211.39,5/21/2019
913,,12/27/2021,5904.01,Credit,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,Withdrawal,ATM,Groceries,686,6623,Home Loan,1/31/2019,17,1904.11,1/25/2019
914,,5/14/2020,1295.77,Debit,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,Withdrawal,Retail,Entertainment,237,8188,Personal Loan,4/14/2020,29,20.34,12/4/2019
915,,11/23/2020,9435.22,Credit,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,Withdrawal,ATM,Utilities,635,8694,Home Loan,9/15/2019,20,3202.49,4/25/2021
916,,6/21/2019,9344.94,Credit,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,Purchase,Online,Groceries,356,6394,Personal Loan,7/13/2020,5,4859.55,7/31/2021
917,,8/7/2019,7477.64,Credit,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,Purchase,ATM,Groceries,210,5879,Home Loan,9/11/2020,4,4180.02,11/27/2020
918,,2/19/2020,5991.24,Debit,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,Transfer,ATM,Utilities,273,9806,Home Loan,10/17/2019,19,4582.26,5/21/2020
919,,1/9/2021,6455.63,Credit,ac tellus semper interdum mauris ullamcorper purus sit amet nulla,Transfer,ATM,Utilities,348,1674,Personal Loan,6/10/2021,17,2597.03,6/22/2021
920,,11/25/2020,9205.92,Debit,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,Purchase,Online,Utilities,767,3253,Home Loan,1/3/2020,1,3060.36,7/23/2020
921,,3/26/2019,3075.63,Debit,amet sem fusce consequat nulla nisl nunc nisl duis bibendum,Transfer,ATM,Entertainment,349,2358,Home Loan,9/17/2021,6,4144.47,8/14/2020
922,,1/28/2019,4769.84,Credit,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,Purchase,ATM,Groceries,793,5142,Home Loan,12/19/2019,9,1109.01,4/18/2019
923,,4/9/2020,850.25,Debit,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,Withdrawal,Retail,Groceries,293,8141,Personal Loan,4/13/2019,1,1841.73,5/14/2020
924,,9/15/2020,8348.96,Credit,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,Transfer,ATM,Groceries,885,1855,Home Loan,10/30/2020,29,4883.43,11/16/2021
925,,7/1/2020,5202.45,Debit,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,Transfer,Online,Utilities,340,7887,Home Loan,6/9/2020,13,174.74,5/23/2020
926,,1/31/2020,1308.71,Credit,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,Transfer,ATM,Groceries,191,8460,Personal Loan,4/7/2019,4,4580.65,12/14/2019
927,,2/5/2020,9683.54,Debit,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,Transfer,Online,Entertainment,625,1946,Personal Loan,8/5/2021,8,2875.92,11/3/2019
928,,3/12/2019,3547.54,Credit,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,Transfer,ATM,Utilities,734,6881,Personal Loan,2/12/2021,3,1634.67,9/14/2020
929,,1/22/2019,7662.73,Debit,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,Transfer,Retail,Utilities,439,6450,Personal Loan,12/2/2021,8,3650.29,2/14/2020
930,,9/3/2021,8921.16,Debit,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus,Transfer,Retail,Utilities,996,6034,Personal Loan,5/9/2020,13,4885.05,3/14/2020
931,,5/20/2020,2467.56,Credit,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,Withdrawal,Retail,Groceries,924,4079,Personal Loan,9/23/2020,27,1615.98,2/20/2020
932,,1/23/2019,4163.56,Debit,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,Withdrawal,ATM,Utilities,566,4337,Home Loan,4/9/2019,25,4262.88,1/29/2019
933,,3/9/2021,2310.11,Debit,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,Purchase,ATM,Entertainment,815,3626,Home Loan,12/21/2021,7,4939.85,4/3/2021
934,,10/12/2021,441.1,Credit,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,Transfer,Retail,Groceries,426,5885,Personal Loan,4/9/2020,23,1122.66,1/9/2019
935,,1/5/2021,5286.85,Debit,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,Withdrawal,Online,Utilities,694,5397,Personal Loan,11/1/2019,24,388.88,12/7/2020
936,,6/20/2019,1429.15,Credit,in felis donec semper sapien a libero nam dui proin leo odio,Transfer,Retail,Utilities,174,7024,Home Loan,2/22/2019,29,4072.5,2/2/2019
937,,12/4/2019,3824.11,Debit,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,Withdrawal,Retail,Utilities,516,2161,Home Loan,8/27/2020,7,3308.74,10/27/2019
938,,3/13/2019,4284.36,Debit,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,Transfer,Retail,Groceries,154,4365,Home Loan,6/7/2020,31,340.9,2/22/2020
939,,11/27/2020,2084.06,Debit,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,Purchase,Online,Entertainment,416,1580,Home Loan,8/26/2019,21,2796.55,9/30/2020
940,,11/27/2021,4689.05,Credit,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,Purchase,Retail,Groceries,839,8047,Home Loan,9/2/2020,29,3578.73,9/17/2019
941,,7/10/2021,1776.11,Debit,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,Withdrawal,ATM,Utilities,449,1998,Personal Loan,12/1/2019,23,2931.6,1/24/2020
942,,7/31/2019,6982.52,Credit,sit amet eros suspendisse accumsan tortor quis turpis sed ante,Withdrawal,Retail,Entertainment,153,7024,Personal Loan,11/7/2020,25,2197.16,10/21/2019
943,,4/19/2021,6298.95,Debit,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,Withdrawal,Online,Groceries,952,2910,Home Loan,10/21/2019,7,4217.66,5/19/2020
944,,3/20/2019,2912.29,Credit,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,Purchase,Retail,Entertainment,211,2788,Personal Loan,8/10/2019,13,1787.89,3/29/2021
945,,8/3/2021,6560.05,Credit,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,Transfer,Online,Entertainment,678,1031,Home Loan,5/2/2020,23,9.85,4/30/2021
946,,11/17/2020,8990.75,Credit,integer aliquet massa id lobortis convallis tortor risus dapibus augue,Withdrawal,Retail,Groceries,418,9606,Home Loan,7/1/2019,21,2977.51,10/21/2019
947,,9/17/2021,5688.82,Debit,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,Purchase,Retail,Groceries,448,7606,Personal Loan,10/28/2019,8,4726.89,10/19/2021
948,,10/17/2020,2637.48,Debit,consequat lectus in est risus auctor sed tristique in tempus sit amet,Withdrawal,Retail,Groceries,925,5507,Personal Loan,4/18/2021,4,73.47,3/27/2020
949,,11/20/2021,4479.44,Debit,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,Withdrawal,ATM,Entertainment,851,4692,Personal Loan,4/15/2020,23,3498.77,5/31/2020
950,,6/5/2020,9955.87,Credit,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,Withdrawal,Online,Entertainment,175,3016,Personal Loan,10/11/2020,24,426.21,3/9/2021
951,,7/11/2021,3264.52,Credit,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut,Purchase,ATM,Utilities,341,6255,Personal Loan,1/1/2019,19,3321.81,11/11/2019
952,,2/1/2021,1090.17,Credit,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,Purchase,ATM,Entertainment,193,1959,Home Loan,9/12/2021,23,3850.93,1/28/2020
953,,10/27/2020,9055.41,Credit,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,Withdrawal,Retail,Groceries,258,8909,Personal Loan,11/5/2021,4,2151.53,2/20/2019
954,,7/28/2019,3021.81,Debit,at turpis a pede posuere nonummy integer non velit donec,Purchase,Retail,Groceries,844,4878,Personal Loan,9/23/2021,16,289.18,10/1/2021
955,,9/18/2021,2120.73,Debit,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,Purchase,ATM,Entertainment,208,1835,Personal Loan,12/18/2020,15,1544.11,6/5/2020
956,,7/9/2019,8784.85,Debit,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,Purchase,Retail,Entertainment,158,7867,Personal Loan,8/16/2019,5,4495.15,10/21/2019
957,,7/17/2021,765.37,Credit,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,Transfer,Online,Utilities,132,5686,Personal Loan,11/19/2020,21,912.21,1/8/2021
958,,2/27/2019,9607.55,Debit,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam,Transfer,Online,Groceries,492,1170,Home Loan,2/28/2021,23,4444.05,12/15/2020
959,,9/21/2020,3102.17,Debit,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam,Withdrawal,Retail,Entertainment,987,8588,Personal Loan,4/5/2020,31,1149.81,2/16/2019
960,,11/6/2019,5994.73,Credit,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,Withdrawal,Retail,Groceries,157,7079,Home Loan,10/6/2021,29,2302.68,3/17/2019
961,,9/25/2021,9117.24,Credit,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,Transfer,ATM,Groceries,443,2854,Home Loan,9/29/2021,21,2404.01,5/2/2019
962,,4/14/2019,9079.46,Credit,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,Purchase,Online,Groceries,671,3673,Personal Loan,7/16/2021,28,4705.19,4/27/2019
963,,3/16/2021,968.49,Debit,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,Transfer,Online,Utilities,700,3518,Home Loan,7/1/2021,24,2239.99,1/26/2019
964,,12/4/2021,3355.48,Credit,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,Withdrawal,Online,Entertainment,341,3471,Home Loan,1/5/2020,19,4102.28,9/10/2021
965,,1/28/2021,2177.8,Credit,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,Withdrawal,Online,Groceries,263,1418,Home Loan,3/14/2019,2,1454.87,9/19/2019
